Supplier,Condition,Model,ReceivedDate,SerialNumber,StockStatus,Note,oldModelName,newModelName
39,USEB,CISCO1801/K9#CISCO1801#JV#PACK3751,1479402000,FHK1110100H,1,wh by G--osi hardware,CISCO1801/K9#CISCO1801#JV#PACK3751,CISCO1801/K9,,
39,USEB,CISCO1801/K9#JV#PACK3751,1479402000,FHK12452B0P,1,wh by G--osi hardware,CISCO1801/K9#JV#PACK3751,CISCO1801/K9,,
39,USEB,ASA5505-UL-BUN-K9#JV#512R#PACK3861,1479402000,JMX151940MB,0,wh by G--osi hardware,ASA5505-UL-BUN-K9#JV#512R#PACK3861,ASA5505-UL-BUN-K9,,
39,USEB,ASR1002-X#JV#PACK3751,1474390800,FOX1744GH0U,0,"wh by G,
S/N label damaged - PAT,
========================
Router# sh license all
License Store: Primary License Storage
StoreIndex: 0   Feature: throughput_10g                    Version: 1.0
        License Type: Permanent
        License State: Active, In Use
        License Count: Non-Counted
        License Priority: Medium
StoreIndex: 1   Feature: advipservices                     Version: 1.0
        License Type: Permanent
        License State: Active, In Use
        License Count: Non-Counted
        License Priority: Medium
=======================--osi hardware",ASR1002-X#JV#PACK3751,ASR1002-X,,
39,USEB,WS-C3560C-8PC-S#JV#PACK8053,1479402000,FOC1734Y0W9,1,wh by G--osi hardware,WS-C3560C-8PC-S#JV#PACK8053,WS-C3560C-8PC-S,,
39,USEB,WS-C3560C-8PC-S#JV#PACK8053,1479402000,FOC1735Y3XA,1,wh by G--osi hardware,WS-C3560C-8PC-S#JV#PACK8053,WS-C3560C-8PC-S,,
39,USEB,WS-C3560C-8PC-S#JV#PACK3783,1479402000,FOC1735Y1BH,1,wh by G--osi hardware,WS-C3560C-8PC-S#JV#PACK3783,WS-C3560C-8PC-S,,
39,USEB,WS-C3560C-8PC-S#JV#PACK3783,1479402000,FOC1735Y1DA,0,wh by G--osi hardware,WS-C3560C-8PC-S#JV#PACK3783,WS-C3560C-8PC-S,,
39,USEB,WS-F6700-DFC3C#JV#PACK3751,1479661200,SAL15045TVJ,0,wh by G--osi hardware,WS-F6700-DFC3C#JV#PACK3751,WS-F6700-DFC3C,,
39,USEB,WS-F6700-DFC3C#JV#PACK3751,1479661200,SAL1217NXFR,0,wh by G--osi hardware,WS-F6700-DFC3C#JV#PACK3751,WS-F6700-DFC3C,,
39,USEB,WS-F6700-DFC3B#JV#PACK3751,1479661200,SAL09358JP3,1,wh by G--osi hardware,WS-F6700-DFC3B#JV#PACK3751,WS-F6700-DFC3B,,
