Supplier,Model,SerialNumber,Condition,Note,ReceivedDate,StockStatus
39,N2200-PAC-400W-B,LIT17260GS4,USEB,wh by Khang,1575306000,1
39,C819HG+7-K9,FGL1733204Z,USEB,"wh by viet
from: vk3ha
Pack405
id: buy4@",1575306000,1
39,PWR1-20W-24VDC,DTM173202SB,USEB,"wh by viet
from: vk3ha
Pack405
id: buy4@---Model Note:VDC",1575306000,1
39,N3K-C3064PQ-10GX,FOC1725R0TZ,USEB,wh by Khang,1575306000,0
39,N3K-C3064PQ-10GX,FOC1725R0QM,USEB,wh by Khang,1575306000,0
39,CP-DSKCH-7921G,IAC133160CE,USEB,"wh by viet
from: lanplus_australia
PACKB00548
id: buy@",1575824400,0
39,WIC-1SHDSL-V3,FOC10403H2U,USEB,"8.MD.BOX.45; 11/12/2019
---Add by stock-check",1576022136,1
39,UCS-HD1T7KS2-E,9XG7H6QB,USEB,wh by E,1581958800,1
39,WS-C2960S-48FPS-L,FOC165W15Z,NIB,osi hardware,1387731600,0
39,PVDM2-64,FOC16284QYD,USEB,osi hardware,1387731600,0
39,PVDM2-64,FOC16284QRE,USEB,osi hardware,1387731600,0
39,PVDM2-64,FOC16284QVG,USEB,osi hardware,1387731600,0
39,PVDM2-64,FOC152554M6,USEB,osi hardware,1387731600,0
39,PVDM2-64,FOC16284QTC,USEB,osi hardware,1387731600,0
39,PVDM2-64,FOC16284QFN,USEB,osi hardware,1387731600,0
39,PVDM3-128 ,FOC1528BQ81,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC17093XNM,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC1504AQJ3,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC17093XEV,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC15283EYX,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC15403810,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC1528D3E4,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC153915MK,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC15464PNM,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC1528A58G,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-128 ,FOC154090SZ,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-64 ,FOC15232EMM,USEB,Model Note:V01---osi hardware,1387731600,0
39,PVDM3-16 ,FOC1616408Y,USEC,Broken Component---| Model Note:V01|---osi hardware,1387731600,0
39,XFP-10G-L-OC192-SR1-C,UKQ0B9S,USEB,"V01, Antistatic Bag from Juniper Networks---WH,---osi hardware",1387731600,1
39,SFP-OC3-IR1=,OCP09450709,NIB,"V01, Antistatic bag---osi hardware",1387731600,0
39,DS-SFP-FC4G-SW,A4A1542AX0N,NIB,"SMD.BOX.003; 09/10/2019
---V01, Antistatic Bag---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1542AYLK,NIB,"SMD.BOX.003; 09/10/2019
---V01, Antistatic Bag---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FCGE-LW ,FNS1023J3NY,NIB,"V01, Antistatic Bag---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHSN,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHSX,USEB,"V01, WH,---osi hardware",1387731600,0
39,DS-SFP-FC4G-SW,A4A1423AHTG,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AJ2F,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHT0,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHSW,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHSD,USEB,"SMD.BOX.003; 09/10/2019
---V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FC4G-SW,A4A1423AHT1,USEB,"V01, WH,---osi hardware",1387731600,1
39,DS-SFP-FCGE-SW,AGS1025E0CL,USEB,"V01, WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0843M00VB,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0842M002L,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,JDSUCNC842BB00K,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,OPNXTHT07D07452,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0827M00NF,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0827M00NS,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0903M00S4,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,AVAGCN0841M0047,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,0
39,10GBASE-SR,AVAGCN0903M00S7,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,JDSUCNC841BB0D7,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,10GBASE-SR,JDSUCNC841BB0D5,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0704017138,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,1000BASE-LX,OPCPUS3022336,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,SCP-6F74-N5-AWE,EXLGJP7340100038,USEB,"From Nortel,---osi hardware",1387731600,0
39,SCP-6F74-N5-AWE,EXLGJP7340100045,USEB,"From Nortel,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGMYC017J6X2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005118,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY000021S1,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYA002V9X2,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706005092,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005384,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY0000249C,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,F72253940855,USEB,"From Nortel,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706005121,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0601000742,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005319,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005357,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC0175NX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706005103,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY000025FV,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY000021SH,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706004969,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005129,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005116,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGTH200MV4XD,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGMY00009VW,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC017D1X2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMY00007A5,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGCNC001NNQ,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGTH200B8JXD,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706003208,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY0000249Q,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005062,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005307,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005316,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005215,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC0173PX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC0170DX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706003635,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYA0024VX2,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706005201,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005451,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0705004401,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY000023U3,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005306,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005304,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC018CDX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,JDSUTH0706005072,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005375,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005346,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706002752,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005120,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005101,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC0170ZX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005135,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706003614,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0703011106,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC0170BX2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706003211,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005355,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYC017D8X2,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGCNC001NB6,USEB,"From Nortel,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGMY00079HH,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGMYC04F64X2,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,0
39,NORTEL BASE SX,AVAGMYC04EYJX2,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY00004AV3,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY00002138,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AVAGMYA002D4X2,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005350,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005122,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005083,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,AGLTMY0000250A,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005175,USEB,"From Nortel,---WH,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706004607,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005139,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005308,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,NORTEL BASE SX,JDSUTH0706005132,USEB,"From Nortel,---WH,---osi hardware",1387731600,1
39,WS-G5487,FNS0852K1PX,USEB,"V01, Antistatic Bag---osi hardware",1387731600,0
39,WS-G5486,FNS0902B2LK,USEB,"V02,---osi hardware",1387731600,0
39,WS-G5486,FNS0853K1TQ,USEB,"V02,---osi hardware",1387731600,0
39,WS-G5486,FNS0902B0C0,USEB,"V02,---osi hardware",1387731600,0
39,WS-G5486,FNS11040700,USEB,"V02,---osi hardware",1387731600,0
39,WS-G5486,AGS080407LT,USEB,"V01,---osi hardware",1387731600,0
39,WS-G5486,AGS073303E9,USEB,"V01, Broken Component---osi hardware",1387731600,0
39,WS-G5486,AGS090901A2,USEB,"V02, Broken Component---osi hardware",1387731600,0
39,WS-G5486,A00652440,USEB,"V01,---osi hardware",1387731600,0
39,WS-G5486,A10111455,USEB,"V01,---osi hardware",1387731600,0
39,1000BASE-LX NORTEL GBIC,A01018134,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022MWM,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022LA8,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT020P53,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,A01018895,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAVG021DZF,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT020PAJ,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAVG020VFM,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT0228ML,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT021R01,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT021274,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAVG020VB2,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022KGG,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT0229A7,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022KC9,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAVG020WV5,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022RJH,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022JR0,USEB,From Nortel---osi hardware,1387731600,0
39,1000BASE-LX NORTEL GBIC,SAGT022KD3,USEB,From Nortel---osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BGN,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BG2,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BGU,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BFS,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BFE,USEB,"8.BOX.0024; 10/09/2019
---osi hardware

BOX I",1387731600,1
39,NM-1A-OC3SMI-EP,FOC10121BGR,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,FOC10121BF6,USEB,osi hardware,1387731600,0
39,NM-1A-OC3SMI-EP,JAD0650097Y,USEC,"Broken Component, for local only---osi hardware",1387731600,0
